"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231226,2023-12-26,090741,CME ,00,090 ,  191343,   54947,   18309,    4099,   49767,   50922,    4939,   21937,   75825,    8856,    9666,    2598,     697,  154907,  166244,   36436,   25099,  -35849,  -41417,  -10503,  -12109,   12220,  -13920,    -649,    4797,    6713,   -2074,    -184,     285,     149,  -39268,  -32108,    3419,   -3741,  100.0,   28.7,    9.6,    2.1,   26.0,   26.6,    2.6,   11.5,   39.6,    4.6,    5.1,    1.4,    0.4,   81.0,   86.9,   19.0,   13.1,    113,      8,      6,      8,     21,     22,     11,     15,     26,     11,     10,      5,      4,     73,     74,    37.4,    28.5,    48.1,    42.2,    37.1,    28.5,    47.2,    41.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231219,2023-12-19,090741,CME ,00,090 ,  227192,   96364,   28812,   16208,   37547,   64842,    5588,   17140,   69111,   10930,    9849,    2313,     548,  194175,  198352,   33017,   28840,    3512,   -9034,    8430,    4258,    2625,  -19260,   -2097,    7234,   21497,   -3745,     851,     468,     120,     212,    9671,    3300,   -6159,  100.0,   42.4,   12.7,    7.1,   16.5,   28.5,    2.5,    7.5,   30.4,    4.8,    4.3,    1.0,    0.2,   85.5,   87.3,   14.5,   12.7,    109,     10,      5,     11,     13,     25,     11,     15,     25,     11,     11,      5,      4,     68,     78,    45.0,    31.4,    55.0,    44.5,    44.3,    30.8,    51.3,    40.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231212,2023-12-12,090741,CME ,00,090 ,  223680,  105399,   20382,   11950,   34922,   84102,    7685,    9907,   47614,   14675,    8998,    1845,     428,  193963,  188681,   29717,   34999,    8962,    2759,   -1339,    5260,    1320,    1352,    2331,    2082,    3936,   -2505,   -1467,     -51,     424,   10204,    9407,   -1242,    -445,  100.0,   47.1,    9.1,    5.3,   15.6,   37.6,    3.4,    4.4,   21.3,    6.6,    4.0,    0.8,    0.2,   86.7,   84.4,   13.3,   15.6,    112,     12,.,      8,     13,     31,     13,     15,     26,     14,      9,      4,.,     63,     86,    46.7,    23.7,    58.1,    35.2,    44.3,    23.5,    53.0,    34.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231205,2023-12-05,090741,CME ,00,090 ,  214718,  102639,   21721,    6690,   33602,   82750,    5354,    7825,   43678,   17181,   10465,    1896,       4,  183759,  179274,   30959,   35444,   -6205,    -596,     262,    1170,    1567,   -2287,     -97,   -3416,   -1735,   -3046,    -129,     109,      -8,   -4555,   -5631,   -1650,    -574,  100.0,   47.8,   10.1,    3.1,   15.6,   38.5,    2.5,    3.6,   20.3,    8.0,    4.9,    0.9,    0.0,   85.6,   83.5,   14.4,   16.5,    113,     10,      4,      9,     14,     30,     10,     10,     29,     13,     12,      4,.,     63,     84,    46.6,    24.5,    55.9,    34.0,    46.6,    24.5,    54.6,    33.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231128,2023-11-28,090741,CME ,00,090 ,  220923,  103235,   21459,    5520,   32034,   85037,    5451,   11240,   45413,   20227,   10594,    1787,      12,  188313,  184905,   32610,   36018,      -6,   -1241,    1977,    -217,    1030,    1387,   -1147,    -439,   -4340,    3004,     -50,     121,       3,     943,     787,    -949,    -793,  100.0,   46.7,    9.7,    2.5,   14.5,   38.5,    2.5,    5.1,   20.6,    9.2,    4.8,    0.8,    0.0,   85.2,   83.7,   14.8,   16.3,    119,     10,      4,      8,     13,     34,     13,     15,     27,     16,     12,      4,      4,     69,     91,    45.2,    21.6,    53.7,    32.2,    45.2,    21.3,    52.4,    31.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231121,2023-11-21,090741,CME ,00,090 ,  220929,  104476,   19483,    5737,   31004,   83650,    6598,   11679,   49753,   17222,   10644,    1666,       9,  187370,  184118,   33559,   36811,   -5753,   -7022,    1447,    -556,    1666,    -893,     860,    -387,   -3893,   -2174,    -392,    -134,       4,   -8000,   -5339,    2247,    -414,  100.0,   47.3,    8.8,    2.6,   14.0,   37.9,    3.0,    5.3,   22.5,    7.8,    4.8,    0.8,    0.0,   84.8,   83.3,   15.2,   16.7,    122,     11,.,      7,     13,     36,     14,     12,     31,     14,     12,      4,      4,     67,     94,    46.4,    20.7,    54.4,    30.6,    46.3,    20.5,    52.9,    30.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231114,2023-11-14,090741,CME ,00,090 ,  226682,  111498,   18036,    6292,   29338,   84543,    5738,   12067,   53647,   19396,   11036,    1800,       4,  195370,  189457,   31312,   37225,    5629,    6353,   -1271,     463,     873,    4309,    -777,     -85,    2440,     819,     345,    -534,     -13,    7978,    5437,   -2349,     192,  100.0,   49.2,    8.0,    2.8,   12.9,   37.3,    2.5,    5.3,   23.7,    8.6,    4.9,    0.8,    0.0,   86.2,   83.6,   13.8,   16.4,    126,     12,.,      8,     13,     34,     15,     16,     32,     13,     13,      4,.,     72,     93,    47.4,    22.5,    54.8,    32.7,    47.4,    22.3,    53.3,    32.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231107,2023-11-07,090741,CME ,00,090 ,  221053,  105146,   19307,    5829,   28465,   80234,    6515,   12152,   51207,   18577,   10690,    2334,      17,  187392,  184020,   33661,   37033,    -483,   11286,   -3782,    -764,   -1568,   12615,   -1902,   -4691,   -2725,    -506,     221,     875,      -4,    2072,    3809,   -2555,   -4292,  100.0,   47.6,    8.7,    2.6,   12.9,   36.3,    2.9,    5.5,   23.2,    8.4,    4.8,    1.1,    0.0,   84.8,   83.2,   15.2,   16.8,    128,     14,.,      9,     15,     33,     13,     16,     31,     12,     13,      5,      4,     72,     94,    46.1,    24.0,    53.5,    33.8,    46.1,    23.9,    51.8,    33.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231031,2023-10-31,090741,CME ,00,090 ,  221536,   93860,   23089,    6593,   30033,   67618,    8418,   16844,   53932,   19083,   10469,    1459,      21,  185319,  180212,   36217,   41324,   16801,    4936,   -2366,    1409,   -1736,    7833,    2517,    2300,    1113,    2353,    2673,     -23,      -6,   14446,   12830,    2355,    3971,  100.0,   42.4,   10.4,    3.0,   13.6,   30.5,    3.8,    7.6,   24.3,    8.6,    4.7,    0.7,    0.0,   83.7,   81.3,   16.3,   18.7,    123,      9,      4,      8,     16,     28,     15,     12,     38,     14,     12,      4,      4,     69,     95,    44.4,    22.9,    52.4,    34.1,    42.7,    22.8,    49.0,    33.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231024,2023-10-24,090741,CME ,00,090 ,  204735,   88924,   25455,    5184,   31769,   59786,    5901,   14544,   52819,   16729,    7796,    1482,      27,  170874,  167382,   33861,   37353,    3354,     145,    -360,    1586,     237,      32,     517,     771,    -993,     698,     727,      -1,     -15,    4668,    1464,   -1314,    1890,  100.0,   43.4,   12.4,    2.5,   15.5,   29.2,    2.9,    7.1,   25.8,    8.2,    3.8,    0.7,    0.0,   83.5,   81.8,   16.5,   18.2,    119,      9,      4,      7,     16,     25,     14,     15,     36,     13,     10,      4,      4,     67,     90,    47.3,    24.6,    55.5,    36.2,    45.9,    24.5,    52.4,    35.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
