filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-05-15,153A0,2024-12-31,1,282000000,,,,,,95000000,,71000000,,45000000,,,7.92,7.06,,,,,1628000000,1031000000,0.634,,1031000000,,,,,,,,,6086700,,5727579,false,false,3,2024-01-01,2024-03-31,0
2024-05-15,153A0,2024-12-31,1,1360000000,0.367,,,,,490000000,0.659,463000000,0.578,310000000,,0.194,51.86,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-01-01,2024-12-31,0
2024-05-15,153A0,2023-12-31,1,,,,,,,,,,,,,,,,,,,,1178000000,451000000,0.383,,451000000,,,,,0.00,,,,5706700,,,false,false,12,2023-01-01,2023-12-31,-1
2024-08-13,153A0,2024-12-31,2,584000000,,,,,,195000000,,170000000,,106000000,,,17.66,16.11,,,,,1785000000,1134000000,0.635,,1134000000,,,,,,,,,6327500,,6020925,false,false,6,2024-01-01,2024-06-30,0
2024-08-13,153A0,2024-12-31,2,1360000000,0.367,,,,,490000000,0.659,463000000,0.578,310000000,,0.194,51.86,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-01-01,2024-12-31,0
2024-08-13,153A0,2023-12-31,2,,,,,,,,,,,,,,,,,,,,1178000000,451000000,0.383,,451000000,,,,,0.00,,,,5706700,,,false,false,12,2023-01-01,2023-12-31,-1
2024-08-13,153A0,2024-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-01-01,2024-12-31,0
2024-11-13,153A0,2024-12-31,3,895000000,0.262,,,,,300000000,0.556,274000000,0.428,171000000,,0.347,27.98,25.85,,,,,1758000000,1209000000,0.688,,1209000000,,,,,,,,,6368200,,6136104,false,false,9,2024-01-01,2024-09-30,0
2024-11-13,153A0,2023-12-31,3,710000000,,,,,,193000000,,192000000,,127000000,,,17.91,,,,,,,,,,,,,,,,,,,,,5706700,false,false,9,2023-01-01,2023-09-30,-1
2024-11-13,153A0,2024-12-31,3,1223000000,0.229,,,,,406000000,0.372,379000000,0.290,270000000,,0.037,43.59,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-01-01,2024-12-31,0
2024-11-13,153A0,2023-12-31,3,,,,,,,,,,,,,,,,,,,,1178000000,451000000,0.383,,451000000,,,,,0.00,,,,5706700,,,false,false,12,2023-01-01,2023-12-31,-1
2024-11-13,153A0,2024-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-01-01,2024-12-31,0
2025-02-14,153A0,2024-12-31,,1225000000,0.231,,,,,412000000,0.395,388000000,0.321,276000000,,0.061,44.60,41.47,0.313,0.242,0.337,,2024000000,1315000000,0.650,206.39,1315000000,266000000,-0,512000000,1733000000,0.00,,,,6373900,,6195115,false,false,12,2024-01-01,2024-12-31,0
2025-02-14,153A0,2023-12-31,,994000000,0.293,,,,,295000000,0.358,293000000,0.337,260000000,,0.042,45.63,,0.810,0.310,0.297,,1178000000,451000000,0.383,79.15,451000000,306000000,-6000000,51000000,954000000,0.00,,,,5706700,,5706700,false,false,12,2023-01-01,2023-12-31,-1
2025-02-14,153A0,2025-12-31,,1370000000,0.118,,,,,258000000,-0.375,252000000,-0.351,161000000,,-0.417,25.26,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-01-01,2025-12-31,1
2025-05-15,153A0,2025-12-31,1,327000000,0.161,,,,,96000000,0.011,96000000,0.363,64000000,,0.425,10.13,9.65,,,,,1952000000,1385000000,0.709,,1385000000,,,,,,,,,6390300,,6383922,false,false,3,2025-01-01,2025-03-31,0
2025-05-15,153A0,2024-12-31,1,282000000,,,,,,95000000,,71000000,,45000000,,,7.92,7.06,,,,,,,,,,,,,,,,,,,,5727579,false,false,3,2024-01-01,2024-03-31,-1
2025-05-15,153A0,2025-12-31,1,1370000000,0.118,,,,,258000000,-0.375,252000000,-0.351,161000000,,-0.417,25.26,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-01-01,2025-12-31,0
2025-05-15,153A0,2024-12-31,1,,,,,,,,,,,,,,,,,,,,2024000000,1315000000,0.650,,1315000000,,,,,0.00,,,,6373900,,,false,false,12,2024-01-01,2024-12-31,-1
