filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-08-14,196A0,2024-06-30,,1889000000,0.175,,,,,-110000000,,-144000000,,,-121000000,,-18.86,,-0.075,-0.066,-0.063,,2421000000,2060000000,0.851,227.15,2060000000,-70000000,-91000000,556000000,1871000000,,,,,,,,true,false,12,2023-07-01,2024-06-30,0
2024-08-14,196A0,2023-06-30,,1607000000,0.906,,,,,-139000000,,-147000000,,,-149000000,,-24.72,,-0.181,-0.103,-0.114,,1944000000,1188000000,0.611,-891.26,1188000000,62000000,-130000000,1050000000,1477000000,,,,,,,,true,false,12,2022-07-01,2023-06-30,-1
2024-08-14,196A0,2025-06-30,,2397000000,0.268,,,,,69000000,,59000000,,,37000000,,5.86,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,1
2024-08-14,196A0,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,6372600,,6372600,false,false,12,2022-07-01,2023-06-30,-1
2024-08-14,196A0,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,9072600,,6446573,false,false,12,2023-07-01,2024-06-30,0
2024-08-14,196A0,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-07-01,2025-06-30,1
2024-11-14,196A0,2025-06-30,1,533000000,,,,,,39000000,,38000000,,,28000000,,3.19,,,,,,2406000000,2090000000,0.868,230.37,2090000000,,,,,,,,,,,,true,false,3,2024-07-01,2024-09-30,0
2024-11-14,196A0,2025-06-30,1,2397000000,0.268,,,,,69000000,,59000000,,,37000000,,5.86,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
2024-11-14,196A0,2024-06-30,1,,,,,,,,,,,,,,,,,,,,2421000000,2060000000,0.851,227.15,2060000000,,,,,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2024-11-14,196A0,2024-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,9072600,,,false,false,12,2023-07-01,2024-06-30,-1
2024-11-14,196A0,2025-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2024-11-14,196A0,2025-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072600,,9072600,false,false,3,2024-07-01,2024-09-30,0
2024-11-14,196A0,2024-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372600,false,false,3,2023-07-01,2023-09-30,-1
2025-02-14,196A0,2025-06-30,2,1131000000,,,,,,52000000,,52000000,,,34000000,,3.85,3.85,,,,,2366000000,2096000000,0.886,231.03,2096000000,,,,,,,,,,,,true,false,6,2024-07-01,2024-12-31,0
2025-02-14,196A0,2025-06-30,2,2448000000,0.295,,,,,91000000,,82000000,,,48000000,,5.31,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
2025-02-14,196A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,2421000000,2060000000,0.851,227.15,2060000000,,,,,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2025-02-14,196A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,9072600,,,false,false,12,2023-07-01,2024-06-30,-1
2025-02-14,196A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-07-01,2025-06-30,0
2025-02-14,196A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2025-02-14,196A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072600,,9072600,false,false,6,2024-07-01,2024-12-31,0
2025-02-14,196A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372600,false,false,6,2023-07-01,2023-12-31,-1
2025-05-13,196A0,2025-06-30,3,1955000000,0.377,,,,,174000000,,174000000,,,128000000,,14.17,14.13,,,,,2526000000,2194000000,0.868,241.47,2193000000,,,,,,,,,,,,true,false,9,2024-07-01,2025-03-31,0
2025-05-13,196A0,2024-06-30,3,1420000000,,,,,,-47000000,,-58000000,,,-60000000,,-9.55,,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-07-01,2024-03-31,-1
2025-05-13,196A0,2025-06-30,3,2523000000,0.336,,,,,176000000,,176000000,,,129000000,,14.32,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
2025-05-13,196A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,2421000000,2060000000,0.851,227.15,2060000000,,,,,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2025-05-13,196A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,9072600,,,false,false,12,2023-07-01,2024-06-30,-1
2025-05-13,196A0,2025-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-07-01,2025-06-30,0
2025-05-13,196A0,2025-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2025-05-13,196A0,2025-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9089200,,9074539,false,false,9,2024-07-01,2025-03-31,0
2025-05-13,196A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372600,false,false,9,2023-07-01,2024-03-31,-1
2025-08-13,196A0,2025-06-30,,2917000000,0.544,,,,,196000000,,198000000,,,160000000,,17.64,17.52,0.075,0.080,0.082,,2537000000,2230000000,0.877,244.85,2225000000,116000000,-256000000,-115000000,1616000000,,,,,,,,true,false,12,2024-07-01,2025-06-30,0
2025-08-13,196A0,2024-06-30,,1889000000,0.175,,,,,-110000000,,-144000000,,,-121000000,,-18.86,,-0.075,-0.066,-0.063,,2421000000,2060000000,0.851,227.15,2060000000,-70000000,-91000000,556000000,1871000000,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2025-08-13,196A0,2026-06-30,,2640000000,-0.095,,,,,195000000,-0.004,186000000,-0.061,,146000000,,16.07,,,,,,,,,,,,,,,,,,,,,,true,true,12,2025-07-01,2026-06-30,1
2025-08-13,196A0,2025-06-30,,2315000000,0.308,,,,,254000000,,275000000,,229000000,,,25.24,25.06,,,,,2809000000,2524000000,0.897,277.19,2519000000,,,,,0.00,,,,9089200,,9078194,false,false,12,2024-07-01,2025-06-30,0
2025-08-13,196A0,2024-06-30,,1769000000,0.292,,,,,-33000000,,-45000000,,-36000000,,,-5.69,,,,,,2632000000,2285000000,0.868,251.95,2285000000,,,,,0.00,,,,9072600,,6446573,false,false,12,2023-07-01,2024-06-30,-1
2025-08-13,196A0,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-07-01,2026-06-30,1
