filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-11-14,268A0,2024-12-31,3,,,,,,,11849000000,0.077,,,,8990000000,,39.91,39.91,,,,,166075000000,,,,,,,,,,,,,,,,true,false,9,2024-01-01,2024-09-30,0
2024-11-14,268A0,2023-12-31,3,,,,,,,11003000000,,,,,7525000000,,33.43,33.43,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-01-01,2023-09-30,-1
2024-11-14,268A0,2024-12-31,3,,,,,,,17394000000,0.140,,,,11909000000,,52.87,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-01-01,2024-12-31,0
2024-11-14,268A0,2023-12-31,3,,,,,,,,,,,,,,,,,,,,163120000000,,,,,,,,,,,,,,,,true,false,12,2023-01-01,2023-12-31,-1
2024-11-14,268A0,2023-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,225268600,0,,false,false,12,2023-01-01,2023-12-31,-1
2024-11-14,268A0,2024-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-01-01,2024-12-31,0
2024-11-14,268A0,2024-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60,,,,,,,false,true,12,2024-01-01,2024-12-31,0
2024-11-14,268A0,2024-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225268600,19600,225261947,false,false,9,2024-01-01,2024-09-30,0
2024-11-14,268A0,2023-12-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225071802,false,false,9,2023-01-01,2023-09-30,-1
2025-02-14,268A0,2024-12-31,,,,,,,,18367000000,0.204,,,,13615000000,,60.44,59.01,,,,,177547000000,,,,,14604000000,-6053000000,-2442000000,,,0.050,,,,,,true,false,12,2024-01-01,2024-12-31,0
2025-02-14,268A0,2023-12-31,,,,,,,,15256000000,1.409,,,,10904000000,,48.44,48.44,,,,,163120000000,,,,,11723000000,-2358000000,-4023000000,,,,,,,,,true,false,12,2023-01-01,2023-12-31,-1
2025-02-14,268A0,2025-12-31,,,,,,,,20049000000,0.092,,,,14056000000,,62.40,,,,,,,,,,,,,,,,0.301,,,,,,true,true,12,2025-01-01,2025-12-31,1
2025-02-14,268A0,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,225268600,0,225121406,false,false,12,2023-01-01,2023-12-31,-1
2025-02-14,268A0,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,225268600,19601,225258692,false,false,12,2024-01-01,2024-12-31,0
2025-02-14,268A0,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80,,,,,,,false,true,12,2025-01-01,2025-12-31,1
2025-05-15,268A0,2025-12-31,1,,,,,,,2835000000,-0.103,,,,1918000000,,8.52,8.32,,,,,173362000000,,,,,,,,,,,,,,,,true,false,3,2025-01-01,2025-03-31,0
2025-05-15,268A0,2024-12-31,1,,,,,,,3160000000,-0.078,,,,2185000000,,9.70,9.70,,,,,,,,,,,,,,,,,,,,,true,false,3,2024-01-01,2024-03-31,-1
2025-05-15,268A0,2025-12-31,1,,,,,,,20049000000,0.092,,,,14056000000,,62.40,,,,,,,,,,,,,,,,,,,,,,true,true,12,2025-01-01,2025-12-31,0
2025-05-15,268A0,2024-12-31,1,,,,,,,,,,,,,,,,,,,,177547000000,,,,,,,,,,,,,,,,true,false,12,2024-01-01,2024-12-31,-1
2025-05-15,268A0,2024-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,225268600,19601,,false,false,12,2024-01-01,2024-12-31,-1
2025-05-15,268A0,2025-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80,,,,,,,false,true,12,2025-01-01,2025-12-31,0
2025-05-15,268A0,2025-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225268600,19601,225248999,false,false,3,2025-01-01,2025-03-31,0
2025-05-15,268A0,2024-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225268600,false,false,3,2024-01-01,2024-03-31,-1
2025-08-07,268A0,2025-12-31,2,,,,,,,5717000000,-0.341,,,,3779000000,,16.71,16.40,,,,,177438000000,,,,,,,,,,,,,,,,true,false,6,2025-01-01,2025-06-30,0
2025-08-07,268A0,2024-12-31,2,,,,,,,8672000000,0.291,,,,6508000000,,28.89,28.89,,,,,,,,,,,,,,,,,,,,,true,false,6,2024-01-01,2024-06-30,-1
2025-08-07,268A0,2025-12-31,2,,,,,,,18145000000,-0.012,,,,12307000000,,54.04,,,,,,,,,,,,,,,,,,,,,,true,true,12,2025-01-01,2025-12-31,0
2025-08-07,268A0,2024-12-31,2,,,,,,,,,,,,,,,,,,,,177547000000,,,,,,,,,,,,,,,,true,false,12,2024-01-01,2024-12-31,-1
2025-08-07,268A0,2024-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,225268600,19601,,false,false,12,2024-01-01,2024-12-31,-1
2025-08-07,268A0,2025-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.40,,,,,,,false,false,12,2025-01-01,2025-12-31,0
2025-08-07,268A0,2025-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80,,,,,,,false,true,12,2025-01-01,2025-12-31,0
2025-08-07,268A0,2025-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229356400,19601,226167407,false,false,6,2025-01-01,2025-06-30,0
2025-08-07,268A0,2024-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225268492,false,false,6,2024-01-01,2024-06-30,-1
