filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-08-13,197A,2024-06-30,,18434000000,0.176,,,,,8030000000,0.617,7840000000,0.583,5774000000,,0.903,57.74,53.99,0.522,0.329,0.436,,29261000000,13666000000,0.467,136.53,13658000000,9935000000,-4110000000,2355000000,9424000000,27.75,0.481,,,100000000,,100000000,false,false,12,2023-07-01,2024-06-30,0
2024-08-13,197A,2023-06-30,,15673000000,-0.102,,,,,4967000000,-0.556,4953000000,-0.558,3034000000,,-0.323,30.35,,0.383,0.257,0.317,,18332000000,8489000000,0.463,84.80,8480000000,-3157000000,-1615000000,-330000000,1244000000,9.00,0.297,,,100000000,,100000000,false,false,12,2022-07-01,2023-06-30,-1
2024-08-13,197A,2025-06-30,,19273000000,0.045,,,,,8308000000,0.035,8316000000,0.061,6019000000,,0.042,59.79,,,,,,,,,,,,,,,28.00,0.468,,,,,,false,true,12,2024-07-01,2025-06-30,1
2024-11-13,197A,2025-06-30,1,6419000000,,,,,,3745000000,,3753000000,,2696000000,,,26.82,25.20,,,,,29178000000,14251000000,0.488,,14244000000,,,,,,,,,100866819,,100533960,false,false,3,2024-07-01,2024-09-30,0
2024-11-13,197A,2025-06-30,1,19273000000,0.045,,,,,8308000000,0.035,8316000000,0.061,6019000000,,0.042,59.79,,,,,,,,,,,,,,,28.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2024-11-13,197A,2024-06-30,1,,,,,,,,,,,,,,,,,,,,29261000000,13666000000,0.467,,13658000000,,,,,27.75,,,,100000000,,,false,false,12,2023-07-01,2024-06-30,-1
2025-02-13,197A,2025-06-30,2,11981000000,,,,,,6538000000,,6525000000,,4686000000,,,46.39,43.75,,,,,36012000000,16291000000,0.452,,16285000000,,,,,,,,,101784896,,101022279,false,false,6,2024-07-01,2024-12-31,0
2025-02-13,197A,2025-06-30,2,19273000000,0.045,,,,,8308000000,0.035,8316000000,0.061,6019000000,,0.042,59.79,,,,,,,,,,,,,,,28.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2025-02-13,197A,2024-06-30,2,,,,,,,,,,,,,,,,,,,,29261000000,13666000000,0.467,,13658000000,,,,,27.75,,,,100000000,,,false,false,12,2023-07-01,2024-06-30,-1
2025-02-13,197A,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,false,false,12,2024-07-01,2025-06-30,0
2025-05-14,197A,2025-06-30,3,17607000000,0.076,,,,,9330000000,0.134,9296000000,0.127,6645000000,,0.125,65.53,61.69,,,,,37635000000,17672000000,0.469,,17666000000,,,,,,,,,102391025,,101412100,false,false,9,2024-07-01,2025-03-31,0
2025-05-14,197A,2024-06-30,3,16371000000,,,,,,8226000000,,8249000000,,5906000000,,,59.07,,,,,,,,,,,,,,,,,,,,,100000000,false,false,9,2023-07-01,2024-03-31,-1
2025-05-14,197A,2025-06-30,3,19273000000,0.045,,,,,8308000000,0.035,8316000000,0.061,6019000000,,0.042,59.79,,,,,,,,,,,,,,,28.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2025-05-14,197A,2024-06-30,3,,,,,,,,,,,,,,,,,,,,29261000000,13666000000,0.467,,13658000000,,,,,27.75,,,,100000000,,,false,false,12,2023-07-01,2024-06-30,-1
2025-05-14,197A,2025-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,false,false,12,2024-07-01,2025-06-30,0
