filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-06-28,192A,2024-05-31,,2197000000,0.726,,,,,983000000,3.129,983000000,3.117,672000000,,2.939,336.17,,0.655,0.611,0.448,,2121000000,1362000000,0.642,681.18,1362000000,986000000,-109000000,,1915000000,0.00,,,,2000000,,2000000,false,false,12,2023-06-01,2024-05-31,0
2024-06-28,192A,2023-05-31,,1273000000,0.962,,,,,238000000,,238000000,,170000000,,,85.35,,0.282,0.286,0.187,,1096000000,690000000,0.629,345.01,690000000,573000000,-4000000,,1038000000,0.00,,,,2000000,,2000000,false,false,12,2022-06-01,2023-05-31,-1
2024-06-28,192A,2025-05-31,,2897000000,0.319,,,,,1183000000,0.203,1172000000,0.192,867000000,,0.291,423.74,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,1
2024-09-30,192A,2025-05-31,1,114000000,,,,,,-118000000,,-131000000,,-115000000,,,-56.45,,,,,,1513000000,1429000000,0.944,,1429000000,,,,,,,,,2050000,,2040761,false,false,3,2024-06-01,2024-08-31,0
2024-09-30,192A,2025-05-31,1,2897000000,0.319,,,,,1183000000,0.203,1172000000,0.192,867000000,,0.291,423.74,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2024-09-30,192A,2024-05-31,1,,,,,,,,,,,,,,,,,,,,2121000000,1362000000,0.642,,1362000000,,,,,0.00,,,,2000000,,,false,false,12,2023-06-01,2024-05-31,-1
2024-12-27,192A,2025-05-31,2,1334000000,,,,,,530000000,,518000000,,334000000,,,161.81,151.79,,,,,2610000000,1909000000,0.731,,1909000000,,,,,,,,,2111000,,2070333,false,false,6,2024-06-01,2024-11-30,0
2024-12-27,192A,2025-05-31,2,2897000000,0.319,,,,,1183000000,0.203,1172000000,0.192,867000000,,0.291,423.74,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2024-12-27,192A,2024-05-31,2,,,,,,,,,,,,,,,,,,,,2121000000,1362000000,0.642,,1362000000,,,,,0.00,,,,2000000,,,false,false,12,2023-06-01,2024-05-31,-1
2024-12-27,192A,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-03-31,192A,2025-05-31,3,1533000000,0.092,,,,,494000000,-0.244,483000000,-0.262,309000000,,-0.281,148.53,139.74,,,,,2006000000,1887000000,0.941,,1887000000,,,,,,,,,2116100,,2084456,false,false,9,2024-06-01,2025-02-28,0
2025-03-31,192A,2024-05-31,3,1405000000,,,,,,654000000,,655000000,,430000000,,,215.19,,,,,,,,,,,,,,,,,,,,,2000000,false,false,9,2023-06-01,2024-02-29,-1
2025-03-31,192A,2025-05-31,3,2897000000,0.319,,,,,1183000000,0.203,1172000000,0.192,867000000,,0.291,414.69,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-03-31,192A,2024-05-31,3,,,,,,,,,,,,,,,,,,,,2121000000,1362000000,0.642,,1362000000,,,,,0.00,,,,2000000,,,false,false,12,2023-06-01,2024-05-31,-1
2025-03-31,192A,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-05-23,192A0,2025-05-31,,1892000000,-0.347,,,,,495000000,-0.581,484000000,-0.586,311000000,,-0.641,148.83,,,,,,,,,,,,,,,,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-05-23,192A0,2024-05-31,,2197000000,,,,,,983000000,,983000000,,672000000,,,336.17,,,,,,,,,,,,,,,,,,,,,,false,false,12,2023-06-01,2024-05-31,-1
