filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-07-12,198A,2024-05-31,,945000000,0.201,,,,,351000000,0.421,383000000,0.473,263000000,,0.414,26.32,,0.359,0.349,0.371,,1279000000,868000000,0.676,86.52,865000000,320000000,109000000,0,1138000000,0.00,,,,10000000,,10000000,false,false,12,2023-06-01,2024-05-31,0
2024-07-12,198A,2023-05-31,,787000000,0.222,,,,,247000000,-0.329,260000000,-0.379,186000000,,-0.073,18.61,,0.366,0.360,0.314,,918000000,605000000,0.656,60.21,602000000,359000000,-19000000,3000000,701000000,0.00,,,,10000000,,10000000,false,false,12,2022-06-01,2023-05-31,-1
2024-07-12,198A,2025-05-31,,1136000000,0.202,,,,,307000000,-0.125,331000000,-0.135,217000000,,-0.175,21.51,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,1
2024-10-15,198A,2025-05-31,1,211000000,,,,,,69000000,,55000000,,36000000,,,3.63,3.48,,,,,1204000000,946000000,0.783,,943000000,,,,,,,,,10100000,,10080434,false,false,3,2024-06-01,2024-08-31,0
2024-10-15,198A,2025-05-31,1,1136000000,0.202,,,,,307000000,-0.125,331000000,-0.135,217000000,,-0.175,21.51,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2024-10-15,198A,2024-05-31,1,,,,,,,,,,,,,,,,,,,,1279000000,868000000,0.676,,865000000,,,,,0.00,,,,10000000,,,false,false,12,2023-06-01,2024-05-31,-1
2025-01-14,198A,2025-05-31,2,449000000,,,,,,147000000,,145000000,,,86000000,,8.61,8.24,,,,,1292000000,996000000,0.769,,993000000,,,,,,,,,,,,true,false,6,2024-06-01,2024-11-30,0
2025-01-14,198A,2025-05-31,2,1136000000,,,,,,307000000,,331000000,,,217000000,,21.51,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-06-01,2025-05-31,0
2025-01-14,198A,2024-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,10000000,,,false,false,12,2023-06-01,2024-05-31,-1
2025-01-14,198A,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-01-14,198A,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-01-14,198A,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000,,10090164,false,false,6,2024-06-01,2024-11-30,0
2025-04-14,198A,2025-05-31,3,684000000,,,,,,198000000,,196000000,,,104000000,,10.38,9.95,,,,,1368000000,1015000000,0.739,,1011000000,,,,,,,,,,,,true,false,9,2024-06-01,2025-02-28,0
2025-04-14,198A,2025-05-31,3,1136000000,,,,,,307000000,,331000000,,,217000000,,21.51,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-06-01,2025-05-31,0
2025-04-14,198A,2024-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,10000000,,,false,false,12,2023-06-01,2024-05-31,-1
2025-04-14,198A,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-04-14,198A,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-04-14,198A,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10101100,,10093482,false,false,9,2024-06-01,2025-02-28,0
2025-05-30,198A0,2025-05-31,,914000000,-0.195,,,,,187000000,-0.389,178000000,-0.463,,116000000,,11.56,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-06-01,2025-05-31,0
