year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2017,11,12,,False,77,,-640,-714,-60.9,0.0
2018,11,12,,False,430,,-339,-566,-47.5,0.0
2019,11,12,,False,345,,-409,-474,-40.4,0.0
2020,11,12,,False,949,-926,-935,-800,-60.5,0.0
2021,11,12,,False,1362,-706,-695,-568,-42.8,0.0
2022,11,3,23/01/16,False,394,-133,-142,-125,-8.8,
2022,11,12,22/12/27,True,1634,-556,-566,-520,,0.0
2022,11,12,23/01/16,False,1651,-579,-600,-561,-39.5,0.0
2023,2,3,23/04/12,False,374,-196,-213,-195,-9.6,
2023,5,3,23/07/13,False,409,-268,-269,-253,-12.3,
2023,8,3,23/10/12,False,532,89,74,74,3.6,
2023,11,3,24/01/15,False,625,78,53,36,1.7,
2023,11,12,23/01/16,True,1930,-636,-710,-670,,0.0
2023,11,12,24/01/12,True,1940,-297,-355,-338,,0.0
2023,11,12,24/01/15,False,1940,-297,-355,-338,-16.1,0.0
2024,2,3,24/04/12,False,432,16,-15,-16,-0.7,
2024,5,3,24/07/12,False,776,131,113,55,2.4,
2024,8,3,24/10/11,False,649,-37,-53,-77,-3.4,
2024,11,3,25/01/14,False,688,-53,-72,-94,-4.0,
2024,11,12,24/01/15,True,2332,-55,-180,-175,-8.0,0.0
2024,11,12,24/07/12,True,2532,38,-28,-175,-7.4,0
2024,11,12,25/01/14,False,2545,57,-27,-132,-5.7,0
2025,2,3,25/04/14,False,715,-13,-24,-51,-2.1,
2025,5,3,25/07/14,False,975,30,15,-400,-16.3,
2025,8,3,25/10/14,False,1031,-153,-170,-171,-7.0,
2025,11,3,26/01/13,False,1174,-79,-122,-78,-3.1,
2025,11,12,25/01/14,True,,,,,,0
2025,11,12,25/02/27,True,3815,,,,,0
2025,11,12,25/07/14,True,3908,-275,-325,-775,-31.4,0
2025,11,12,26/01/13,False,3895,-215,-301,-700,-28.1,0
2026,11,12,26/01/13,True,5200,100,0,0,0.0,0
