year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,5,12,,False,18,-382,-385,-385,-48.4,0
2023,5,12,,False,372,-314,-323,-1105,-138.2,0
2023,11,3,24/01/15,False,294,4,-77,-78,-3.8,
2024,2,3,24/04/12,False,553,192,157,156,6.4,
2024,5,3,24/07/12,False,631,230,212,-419,-14.9,
2024,5,12,24/07/12,False,1653,341,207,-427,-15.1,0
2024,8,3,24/10/11,False,350,-228,-265,-1903,-51.9,
2024,11,3,25/01/14,False,894,234,175,175,4.8,
2025,2,3,25/04/11,False,593,-28,-105,-105,-2.8,
2025,5,3,25/07/11,False,844,107,-15,-15,-0.4,
2025,5,12,25/07/11,False,2681,85,-210,-1848,-47.5,0
2025,8,3,25/10/10,False,425,-410,-485,-487,-10.2,
2025,11,3,26/01/14,False,490,-493,260,260,5.4,
2026,5,12,25/12/01,True,4000,-2200,600,500,10.4,0
